y,height,labelclass_index,x,filename,width,labelclass_name,filepath,Exist,im_width,im_height,x_min,x_max,y_min,y_max,x_c,y_c
0.370736,0.0205107,1,0.336857,TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,0.0144314,Wildebeest,/home/data/cameratraps/TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,True,2592.0,1944.0,854.0,892.0,701.0,741.0,873.0,721.0
0.369947,0.021134,1,0.404322,TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,0.0233223,Wildebeest,/home/data/cameratraps/TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,True,2592.0,1944.0,1018.0,1078.0,699.0,740.0,1048.0,720.0
0.387761,0.0190625,1,0.225037,TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,0.0225649,Wildebeest,/home/data/cameratraps/TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,True,2592.0,1944.0,554.0,613.0,735.0,772.0,584.0,754.0
0.387904,0.0275499,1,0.264412,TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,0.0189156,Wildebeest,/home/data/cameratraps/TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,True,2592.0,1944.0,661.0,710.0,727.0,781.0,686.0,754.0
0.394837,0.0209102,1,0.243915,TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,0.0186649,Wildebeest,/home/data/cameratraps/TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,True,2592.0,1944.0,608.0,656.0,747.0,788.0,632.0,768.0
0.412674,0.023285,1,0.431233,TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,0.021348,Wildebeest,/home/data/cameratraps/TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,True,2592.0,1944.0,1090.0,1145.0,780.0,825.0,1118.0,802.0
0.413371,0.0450872,1,0.4587,TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,0.0386162,Wildebeest,/home/data/cameratraps/TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,True,2592.0,1944.0,1139.0,1239.0,760.0,847.0,1189.0,804.0
0.411665,0.0269459,1,0.615618,TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,0.0224958,Wildebeest,/home/data/cameratraps/TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,True,2592.0,1944.0,1567.0,1625.0,774.0,826.0,1596.0,800.0
0.419926,0.0424788,1,0.0911111,TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,0.0229397,Wildebeest,/home/data/cameratraps/TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,True,2592.0,1944.0,206.0,266.0,775.0,858.0,236.0,816.0
0.428081,0.0225879,1,0.750682,TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,0.0243802,Wildebeest,/home/data/cameratraps/TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,True,2592.0,1944.0,1914.0,1977.0,810.0,854.0,1946.0,832.0
0.326715,0.0115138,1,0.871901,TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,0.0242268,Wildebeest,/home/data/cameratraps/TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,True,2592.0,1944.0,2229.0,2291.0,624.0,646.0,2260.0,635.0
0.32925,0.0124649,1,0.924361,TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,0.0110061,Wildebeest,/home/data/cameratraps/TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,True,2592.0,1944.0,2382.0,2410.0,628.0,652.0,2396.0,640.0
0.337931,0.0190191,1,0.47039,TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,0.0173064,Wildebeest,/home/data/cameratraps/TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,True,2592.0,1944.0,1197.0,1242.0,638.0,675.0,1220.0,656.0
0.346913,0.022793,1,0.194919,TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,0.00556222,Wildebeest,/home/data/cameratraps/TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,True,2592.0,1944.0,498.0,512.0,652.0,697.0,505.0,674.0
0.344939,0.012621,1,0.211059,TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,0.00850046,Wildebeest,/home/data/cameratraps/TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,True,2592.0,1944.0,536.0,558.0,658.0,683.0,547.0,670.0
0.345101,0.0118581,1,0.322814,TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,0.01206,Wildebeest,/home/data/cameratraps/TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,True,2592.0,1944.0,821.0,852.0,659.0,682.0,836.0,670.0
0.366566,0.0115957,1,0.356341,TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,0.00700515,Wildebeest,/home/data/cameratraps/TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,True,2592.0,1944.0,915.0,933.0,701.0,724.0,924.0,712.0
0.395369,0.0223493,1,0.64982,TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,0.00888382,Wildebeest,/home/data/cameratraps/TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,True,2592.0,1944.0,1673.0,1696.0,747.0,790.0,1684.0,768.0
0.432343,0.0202659,1,0.464288,TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,0.00879895,Wildebeest,/home/data/cameratraps/TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_102EK113_08170786.JPG,True,2592.0,1944.0,1192.0,1215.0,821.0,860.0,1204.0,840.0
0.211874,0.0146826,1,0.0142682,MBALAGETI/MBAL_6/UG_GAME_CAMERAS_MBALAGETI_MBAL_6_20170121_110EK113_11010371.JPG,0.013896,Wildebeest,/home/data/cameratraps/MBALAGETI/MBAL_6/UG_GAME_CAMERAS_MBALAGETI_MBAL_6_20170121_110EK113_11010371.JPG,True,2592.0,1944.0,19.0,55.0,398.0,426.0,37.0,412.0
0.203056,0.017587,1,0.0849985,MBALAGETI/MBAL_6/UG_GAME_CAMERAS_MBALAGETI_MBAL_6_20170121_110EK113_11010371.JPG,0.011894,Wildebeest,/home/data/cameratraps/MBALAGETI/MBAL_6/UG_GAME_CAMERAS_MBALAGETI_MBAL_6_20170121_110EK113_11010371.JPG,True,2592.0,1944.0,205.0,236.0,378.0,412.0,220.0,395.0
0.202435,0.0125851,1,0.217203,MBALAGETI/MBAL_6/UG_GAME_CAMERAS_MBALAGETI_MBAL_6_20170121_110EK113_11010371.JPG,0.0144204,Wildebeest,/home/data/cameratraps/MBALAGETI/MBAL_6/UG_GAME_CAMERAS_MBALAGETI_MBAL_6_20170121_110EK113_11010371.JPG,True,2592.0,1944.0,544.0,582.0,381.0,406.0,563.0,394.0
0.624798,0.0548416,1,0.213558,TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_103EK113_08210159.JPG,0.0553689,Wildebeest,/home/data/cameratraps/TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_103EK113_08210159.JPG,True,2592.0,1944.0,482.0,625.0,1161.0,1268.0,554.0,1214.0
0.703105,0.0901722,1,0.312431,TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_103EK113_08210159.JPG,0.121021,Wildebeest,/home/data/cameratraps/TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_103EK113_08210159.JPG,True,2592.0,1944.0,653.0,967.0,1279.0,1454.0,810.0,1366.0
0.701807,0.0569522,1,0.0282358,TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_103EK113_08210159.JPG,0.0571094,Wildebeest,/home/data/cameratraps/TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_103EK113_08210159.JPG,True,2592.0,1944.0,0.0,147.0,1309.0,1420.0,74.0,1364.0
0.765796,0.0810928,1,0.0554673,TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_103EK113_08210159.JPG,0.112411,Wildebeest,/home/data/cameratraps/TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_103EK113_08210159.JPG,True,2592.0,1944.0,0.0,289.0,1410.0,1568.0,144.0,1489.0
0.605814,0.0632787,1,0.186269,TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_103EK113_08210159.JPG,0.051414,Wildebeest,/home/data/cameratraps/TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_103EK113_08210159.JPG,True,2592.0,1944.0,416.0,549.0,1116.0,1239.0,482.0,1178.0
0.46226,0.0349653,1,0.33836,TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_103EK113_08210159.JPG,0.0425009,Wildebeest,/home/data/cameratraps/TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_103EK113_08210159.JPG,True,2592.0,1944.0,822.0,932.0,865.0,933.0,877.0,899.0
0.387696,0.0101038,1,0.213992,TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_103EK113_08210159.JPG,0.0179974,Wildebeest,/home/data/cameratraps/TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_103EK113_08210159.JPG,True,2592.0,1944.0,531.0,578.0,744.0,764.0,554.0,754.0
0.383065,0.0109458,1,0.225675,TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_103EK113_08210159.JPG,0.012314,Wildebeest,/home/data/cameratraps/TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_103EK113_08210159.JPG,True,2592.0,1944.0,569.0,601.0,734.0,755.0,585.0,744.0
0.383065,0.00926183,1,0.239094,TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_103EK113_08210159.JPG,0.0132613,Wildebeest,/home/data/cameratraps/TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_103EK113_08210159.JPG,True,2592.0,1944.0,603.0,637.0,736.0,754.0,620.0,745.0
0.374256,0.0114357,1,0.299333,TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_103EK113_08210159.JPG,0.00890665,Wildebeest,/home/data/cameratraps/TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_103EK113_08210159.JPG,True,2592.0,1944.0,764.0,787.0,716.0,739.0,776.0,728.0
0.353891,0.0155174,1,0.495069,TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_103EK113_08210159.JPG,0.0236397,Wildebeest,/home/data/cameratraps/TABORA/TAB_4/UG_GAME_CAMERAS_TABORA_TAB_4_20170128_103EK113_08210159.JPG,True,2592.0,1944.0,1253.0,1314.0,673.0,703.0,1284.0,688.0
0.333308,0.00702026,1,0.583122,TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,0.00674604,Wildebeest,/home/data/cameratraps/TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,True,2592.0,1944.0,1503.0,1520.0,641.0,655.0,1512.0,648.0
0.334625,0.00745903,1,0.562884,TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,0.00773326,Wildebeest,/home/data/cameratraps/TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,True,2592.0,1944.0,1449.0,1469.0,643.0,658.0,1459.0,650.0
0.334954,0.00548458,1,0.556138,TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,0.00608789,Wildebeest,/home/data/cameratraps/TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,True,2592.0,1944.0,1434.0,1449.0,646.0,656.0,1442.0,651.0
0.310273,0.0065815,1,0.559264,TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,0.00839141,Wildebeest,/home/data/cameratraps/TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,True,2592.0,1944.0,1439.0,1460.0,597.0,610.0,1450.0,604.0
0.328153,0.00504581,1,0.52249,TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,0.0092141,Wildebeest,/home/data/cameratraps/TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,True,2592.0,1944.0,1342.0,1366.0,633.0,643.0,1354.0,638.0
0.31839,0.00482643,1,0.494025,TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,0.00756872,Wildebeest,/home/data/cameratraps/TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,True,2592.0,1944.0,1271.0,1290.0,614.0,624.0,1280.0,619.0
0.315867,0.00811718,1,0.496986,TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,0.00723965,Wildebeest,/home/data/cameratraps/TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,True,2592.0,1944.0,1279.0,1298.0,606.0,622.0,1288.0,614.0
0.315209,0.00811718,1,0.490323,TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,0.00608789,Wildebeest,/home/data/cameratraps/TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,True,2592.0,1944.0,1263.0,1279.0,605.0,621.0,1271.0,613.0
0.316196,0.00614273,1,0.502416,TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,0.00460705,Wildebeest,/home/data/cameratraps/TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,True,2592.0,1944.0,1296.0,1308.0,609.0,621.0,1302.0,615.0
0.314332,0.00592335,1,0.509903,TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,0.00641696,Wildebeest,/home/data/cameratraps/TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,True,2592.0,1944.0,1313.0,1330.0,605.0,617.0,1322.0,611.0
0.324752,0.00745903,1,0.510067,TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,0.00575881,Wildebeest,/home/data/cameratraps/TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,True,2592.0,1944.0,1315.0,1330.0,624.0,639.0,1322.0,632.0
0.313564,0.00833656,1,0.520844,TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,0.00855595,Wildebeest,/home/data/cameratraps/TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,True,2592.0,1944.0,1339.0,1361.0,601.0,618.0,1350.0,610.0
0.315209,0.00767841,1,0.53121,TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,0.00855595,Wildebeest,/home/data/cameratraps/TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,True,2592.0,1944.0,1366.0,1388.0,605.0,620.0,1377.0,612.0
0.328701,0.00570396,1,0.54388,TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,0.00691057,Wildebeest,/home/data/cameratraps/TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,True,2592.0,1944.0,1401.0,1419.0,633.0,645.0,1410.0,639.0
0.313673,0.00636211,1,0.540013,TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,0.00806233,Wildebeest,/home/data/cameratraps/TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,True,2592.0,1944.0,1389.0,1410.0,604.0,616.0,1400.0,610.0
0.3185,0.00592335,1,0.544949,TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,0.00674604,Wildebeest,/home/data/cameratraps/TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,True,2592.0,1944.0,1404.0,1421.0,613.0,625.0,1412.0,619.0
0.309469,0.00459553,1,0.56807,TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,0.00544208,Wildebeest,/home/data/cameratraps/TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,True,2592.0,1944.0,1465.0,1479.0,597.0,606.0,1472.0,602.0
0.309469,0.00459553,1,0.604079,TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,0.00489787,Wildebeest,/home/data/cameratraps/TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,True,2592.0,1944.0,1559.0,1572.0,597.0,606.0,1566.0,602.0
0.315636,0.00580488,1,0.604442,TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,0.00562348,Wildebeest,/home/data/cameratraps/TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,True,2592.0,1944.0,1559.0,1574.0,608.0,619.0,1566.0,614.0
0.337646,0.00677236,1,0.599816,TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,0.00653049,Wildebeest,/home/data/cameratraps/TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,True,2592.0,1944.0,1546.0,1563.0,650.0,663.0,1554.0,656.0
0.346837,0.00580488,1,0.605439,TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,0.00362805,Wildebeest,/home/data/cameratraps/TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,True,2592.0,1944.0,1565.0,1574.0,669.0,680.0,1570.0,674.0
0.314669,0.00532114,1,0.622854,TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,0.00544208,Wildebeest,/home/data/cameratraps/TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,True,2592.0,1944.0,1607.0,1621.0,607.0,617.0,1614.0,612.0
0.314911,0.00580488,1,0.636006,TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,0.00780031,Wildebeest,/home/data/cameratraps/TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,True,2592.0,1944.0,1638.0,1659.0,607.0,618.0,1648.0,612.0
0.340549,0.00677236,1,0.641901,TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,0.00798171,Wildebeest,/home/data/cameratraps/TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,True,2592.0,1944.0,1653.0,1674.0,655.0,669.0,1664.0,662.0
0.337525,0.00701423,1,0.636731,TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,0.0074375,Wildebeest,/home/data/cameratraps/TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,True,2592.0,1944.0,1641.0,1660.0,649.0,663.0,1650.0,656.0
0.341274,0.00822358,1,0.656141,TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,0.0074375,Wildebeest,/home/data/cameratraps/TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,True,2592.0,1944.0,1691.0,1710.0,655.0,671.0,1700.0,663.0
0.34454,0.00459553,1,0.664032,TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,0.0072561,Wildebeest,/home/data/cameratraps/TABORA/TAB_3/UG_GAME_CAMERAS_TABORA_TAB_3_20170128_103EK113_08200043.JPG,True,2592.0,1944.0,1712.0,1731.0,665.0,674.0,1722.0,670.0
